% Model:              Gyroid2-0.5.mph
% Version:            COMSOL 6.2.0.290
% Date:               Apr 30 2025, 10:01
% Table:              切面 - 切面
% zp (mm)                速度大小 (m/s)               温度 (degC)                压力 (Pa)
-40                      0.5       20       11.152619479399524
-39.8                    0.5835135489829599       34.76247659388935        11.068128471040751
-39.6                    0.6142523838131564       37.21908262833255        10.986073390959568
-39.4                    0.6305005522223683       39.32999761720326        10.928116831424562
-39.2                    0.6415948700773535       41.0876470945582         10.88318149689891
-39                      0.6547560729089147       42.448483221323684       10.83862738476106
-38.800000000000004      0.6756113932573884       43.012336267892266       10.78871407656152
-38.6                    0.684735568980105        44.094621851309206       10.748122457273322
-38.4                    0.6816454065491487       45.695070252785726       10.70981111913288
-38.2                    0.6859391858260033       46.53478225789721        10.678737837291724
-38                      0.6941345998766593       47.03403785860734        10.651503739162635
-37.8                    0.7042448232865676       47.447875020606745       10.626173339160683
-37.6                    0.7143751932074504       47.85376486161917        10.602114517121791
-37.400000000000006      0.7223264332706605       48.34388542945661        10.57840619023838
-37.2                    0.7289362463681498       48.86178648720635        10.554137516274341
-37                      0.7340633464404969       49.441838079860844       10.528287842607597
-36.8                    0.7388381530216834       50.01694566577757        10.501441256727851
-36.6                    0.7471316729966038       50.367780403064685       10.471380140268497
-36.4                    0.7653358073647002       50.150943592126474       10.43768233801224
-36.2                    0.7709930820400366       50.60539209624726        10.402800389816505
-36.00000000000001       0.7648246352341239       51.62767775785701        10.363437031697657
-35.8                    0.7649096517490956       52.353996918066095       10.328758504819719
-35.6                    0.7706273807184555       52.75332992252707        10.297907482903403
-35.4                    0.777340737606491        53.096871884215865       10.268083645464364
-35.2                    0.7850520290197682       53.392947571476874       10.239109508484603
-35                      0.7928872132681952       53.71273594675548        10.209592415909755
-34.8                    0.8010309249334046       54.05424128650902        10.179235233241963
-34.6                    0.8077266202266661       54.54783666355018        10.147469885057141
-34.4                    0.8148886746458968       55.17752906805396        10.112572838106713
-34.2                    0.820113484241607        56.04058174744423        10.074757411915334
-34                      0.825519747805522        56.85261006551716        10.027978854597363
-33.8                    0.8402317814344338       57.00918714334545        9.970961337099812
-33.6                    0.8401963355658739       57.56011577831138        9.933791973306969
-33.4                    0.8268603784732814       58.53154604351655        9.908598387194969
-33.2                    0.8245563663202158       58.95776963515175        9.885581096175017
-33                      0.8279338177659373       59.14065229805625        9.864011215749647
-32.8                    0.8324339322340529       59.29838934166067        9.844533709121343
-32.6                    0.8380782710524968       59.43942462867193        9.825749588450805
-32.4                    0.8411698054258748       59.68487938595687        9.807248882168736
-32.2                    0.8425901982689018       60.02681647597927        9.78923694416013
-32                      0.8426905739011739       60.423211069259786       9.769420839960496
-31.799999999999994      0.8407831511274118       60.85355653717533        9.7480955727388
-31.6                    0.8395851284872609       61.15451213068265        9.724213687260692
-31.4                    0.850921647936601        60.89464397326182        9.69410102536769
-31.2                    0.8500982605834544       61.06851412996764        9.67259406826803
-31                      0.8362097154581043       61.71992213520442        9.655183150428938
-30.799999999999997      0.8287068225078389       62.078211513090146       9.640752636866774
-30.6                    0.8273256364469214       62.16606821058115        9.627578555089379
-30.4                    0.828032382244828        62.18491790201676        9.615811895206052
-30.200000000000003      0.8287902764098464       62.24232623061668        9.60289781601217
-30                      0.831301052722683        62.314713416725816       9.590213355556857
-29.799999999999997      0.8324618711062441       62.49744182699979        9.575625283980719
