% Model:              Gyroid2-0.5.mph
% Version:            COMSOL 6.2.0.290
% Date:               Apr 30 2025, 22:11
% Table:              切面 - 切面
% zp (mm)                速度大小 (m/s)               温度 (degC)                压力 (Pa)
-40                      5        20       611.2681968739683
-39.8                    5.1733123145268465       26.0955574119051         605.9017124542007
-39.6                    5.491160921066904        27.156542705347178       600.0927926278971
-39.4                    5.746747971239598        28.119158909956532       594.9269689427485
-39.2                    5.951907544126929        29.04548189625815        590.4941712374261
-39                      6.1256797155481255       30.010315959408437       586.4447833298527
-38.800000000000004      6.334293017619356        30.462871659166847       582.3251640709453
-38.6                    6.430728972868768        31.100981016156133       579.0166584235798
-38.4                    6.413002121799313        31.98747967112253        575.8069638999647
-38.2                    6.460062199229787        32.303336564372046       573.3221121517915
-38                      6.542384173053468        32.4498802048944         571.2609652574131
-37.8                    6.637203683748485        32.50205039196093        569.4369116830874
-37.6                    6.7450272788712295       32.49759893034265        567.8137838431536
-37.400000000000006      6.847344617012129        32.48653598821839        566.297039220227
-37.2                    6.945745712427685        32.47385487146293        564.8197920423697
-37                      7.0286553679017745       32.51832855176955        563.3014249633409
-36.8                    7.090460117418328        32.63340798641119        561.7684697278285
-36.6                    7.131395088518383        32.847706252093445       560.0464255874597
-36.4                    7.249288908057338        32.69028099215023        558.1276058016979
-36.2                    7.274238050782816        32.87900589348518        556.0324792421014
-36.00000000000001       7.196534153566796        33.36444400898093        553.6038720316681
-35.8                    7.200182049480969        33.5542995587587         551.4112063897941
-35.6                    7.2437192433236985       33.512843665799835       549.4385615021187
-35.4                    7.289424088977465        33.53563922879161        547.4956271422288
-35.2                    7.347533093368883        33.57114207059375        545.5886467894901
-35                      7.410414009172582        33.66625272069373        543.6243342885798
-34.8                    7.48030380790056         33.76536325907787        541.580377550582
-34.6                    7.541853327510087        33.9700905725565         539.403953842265
-34.4                    7.613214806104668        34.24054517410668        536.9927850516477
-34.2                    7.670230109391718        34.67879175154396        534.3396161587492
-34                      7.7309664086714545       35.29611407586761        531.0142405617011
-33.8                    7.884709637022983        35.41912963075217        526.9528200687216
-33.6                    7.912547320176193        35.706473146201745       524.3219250633341
-33.4                    7.8302763496734995       36.13597572623421        522.5940651480975
-33.2                    7.829152435049837        36.18038256334878        521.074171351824
-33                      7.877377637382142        36.14690383789625        519.7404443747478
-32.8                    7.931420438097549        36.13973198187205        518.647078145072
-32.6                    7.995643599820696        36.08309098733201        517.7057434501414
-32.4                    8.044793791674318        36.07148521017215        516.8621403661863
-32.2                    8.083550645246348        36.1117785718766         516.1194398485372
-32                      8.105812931575727        36.23174794353818        515.2930414248
-31.799999999999994      8.104598493313327        36.45095183491096        514.3351789282278
-31.6                    8.070971274896616        36.879489627374284       513.1484663465021
-31.4                    8.142074258196734        36.76399725905998        511.4525240391754
-31.2                    8.122342067532747        36.8662713182698         510.4699215644116
-31                      7.988281329606177        37.276222838112396       509.92826722751255
-30.799999999999997      7.911040500421236        37.241299337739285       509.55555802616584
-30.6                    7.871993442129941        37.08567322647654        509.1885588850765
-30.4                    7.841404911389025        36.9598541745467         508.9072762574724
-30.200000000000003      7.809087987024652        36.9188895149451         508.48937834387
-30                      7.794183506800536        36.88606524580527        508.06142161878444
